"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65"
"consent_received.child_protection.girl_risk.detention",1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,1
"consent_received.child_protection.girl_risk.sexual_abuse",1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,0,1,1,1,1,1,1,1,2,2,1,1,1,0,2,2,1,1,2,2,2,1
"consent_received.child_protection.girl_risk.psychological_trauma",1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,2,2,1,1,1,1,1
"consent_received.child_protection.girl_risk.no_registration_newborn",1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.girl_risk.natural_hazards",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,2,1,2,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.child_protection.girl_risk.dntknow_no_answer",1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,0,1,1,1,1,2,1,2,1,2,1,1,1,0,1,2,1,1,2,2,2,1
"consent_received.child_protection.girl_risk.other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.girl_risk_other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"consent_received.child_protection.child_distress",2,2,2,2,3,3,2,1,3,2,6,4,2,2,5,2,3,2,5,2,2,5,2,2,2,2,8,9,6,4,3,2,7,5,4,7,3,2,5,3,6,4,1,1,5,2,3,6,4,2,3,6,5,2,2,2,1,3,2,3,1,2,6,2,2
"consent_received.child_protection.child_distress.withdrawn_family_friends",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.child_distress.aggressive_outbursts",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,0,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1
"consent_received.child_protection.child_distress.changes_appetite_eating_habits",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.child_protection.child_distress.headaches",1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1,0,2,1,2,2,2,2,1,2,2,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.child_protection.child_distress.recurrent_bedwetting",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.child_protection.child_distress.sleep_disturbances",2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,0,1,1,2,1,1,2,2,2,2,1,1,1,0,2,1,1,1,1,1,1,1
"consent_received.child_protection.child_distress.upset_stomach_pain",1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,1,1,1,2,1,1,1,2,2,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.child_protection.child_distress.new_recurring_fear",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1
"consent_received.child_protection.child_distress.clinging",1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.child_distress.excessive_crying",1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,0,2,1,1,2,2,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,1
"consent_received.child_protection.child_distress.behave_younger",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.child_protection.child_distress.startle_easily",2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,0,2,1,1,1,2,1,1,2,2,1,1,1,0,1,1,1,1,1,2,1,1
"consent_received.child_protection.child_distress.substance_abuse",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,0,1,1,2,1,1,1,1,1
"consent_received.child_protection.child_distress.none",1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,0,2,1,2,1,2,2,1,1,2,1,1,1,0,2,1,2,1,1,2,1,1
"consent_received.child_protection.rohingya_interact",2,1,1,3,3,3,4,3,2,2,5,5,2,3,3,4,2,5,3,2,4,3,4,2,2,1,3,5,2,3,3,3,2,2,4,4,3,4,4,2,2,3,1,1,3,3,2,4,3,2,1,3,5,2,2,3,1,3,4,2,1,3,3,5,2
"consent_received.child_protection.past_interaction_rohingya",2,1,1,2,5,3,3,3,1,1,3,3,1,5,2,4,1,4,5,2,3,4,5,1,2,1,5,2,1,2,7,3,1,1,4,5,3,5,5,1,5,3,1,1,4,3,1,4,2,2,1,3,2,1,2,2,1,3,3,1,1,3,2,6,2
"consent_received.child_protection.past_interaction_rohingya.social_interactions",1,0,0,1,1,1,1,2,0,0,2,1,0,1,1,2,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,2,2,1,2,2,0,1,2,0,0,2,1,0,2,1,1,0,1,1,0,1,1,0,2,1,0,0,1,1,1,1
"consent_received.child_protection.past_interaction_rohingya.buying_goods_services",1,0,0,1,1,2,1,1,0,0,1,1,0,2,1,2,0,2,2,1,2,2,1,0,1,0,2,1,0,1,2,1,0,0,1,2,2,1,2,0,2,1,0,0,1,1,0,2,1,1,0,1,1,0,1,1,0,2,1,0,0,1,1,2,1
"consent_received.child_protection.past_interaction_rohingya.selling_goods_services",1,0,0,1,2,2,1,2,0,0,1,1,0,1,1,2,0,1,2,1,2,1,2,0,1,0,2,1,0,1,2,1,0,0,1,2,1,1,2,0,2,1,0,0,1,1,0,2,1,1,0,2,1,0,1,1,0,1,1,0,0,2,1,2,1
"consent_received.child_protection.past_interaction_rohingya.working_for_rohingya",1,0,0,1,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,1,2,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,2,0,1,1,0,0,1,2,0,2,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1
"consent_received.child_protection.past_interaction_rohingya.hiring_rohingya_work",1,0,0,1,2,2,2,2,0,0,1,2,0,2,1,1,0,2,2,1,1,2,2,0,1,0,2,1,0,1,2,2,0,0,1,2,1,1,2,0,2,2,0,0,2,1,0,2,1,1,0,2,1,0,1,1,0,1,2,0,0,2,1,2,1
"consent_received.child_protection.past_interaction_rohingya.renting_to_rohingya",1,0,0,1,1,1,1,1,0,0,1,1,0,2,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1
"consent_received.child_protection.past_interaction_rohingya.casual_interactions",1,0,0,1,2,1,2,1,0,0,1,1,0,2,1,1,0,1,1,1,1,2,2,0,1,0,2,1,0,1,1,2,0,0,2,2,2,1,1,0,2,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,2,1
"consent_received.child_protection.past_interaction_rohingya.other",1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1
"consent_received.child_protection.past_interaction_rohingya.none",1,0,0,1,1,1,2,1,0,0,1,2,0,1,1,1,0,2,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,2,1,1,0,1,1,0,0,1,2,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,2,1
"consent_received.child_protection.past_interaction_rohingya.prefer_not_answer",1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1
"consent_received.child_protection.past_interaction_rohingya_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.child_protection.rohingya_comm_relation",1,2,1,2,2,3,3,2,3,2,4,3,2,3,2,4,2,3,4,2,2,3,3,2,2,1,1,2,2,4,3,2,2,2,3,5,3,3,3,2,3,3,2,1,3,3,2,3,2,1,1,2,2,2,2,3,1,3,2,2,1,3,3,2,2
"consent_received.child_protection.opinion_rohingya",1,2,2,4,3,4,2,3,4,3,4,3,2,5,4,4,2,4,4,2,3,2,4,4,2,2,1,3,5,4,3,3,3,5,4,4,4,4,2,3,3,4,2,1,2,3,2,4,2,2,3,3,2,2,2,4,1,3,2,2,1,3,4,4,2
"consent_received.child_protection.rohingya_feel",1,2,1,4,6,8,1,5,3,4,8,2,1,6,3,8,4,4,4,2,3,1,5,5,1,2,1,4,4,3,2,3,5,4,5,7,3,2,5,1,4,2,2,1,1,1,1,2,4,2,3,5,1,1,2,3,1,2,4,1,1,1,6,7,2
"consent_received.child_protection.rohingya_feel.competition_services",0,1,0,1,2,2,0,1,1,1,1,1,0,1,1,2,1,2,2,1,1,0,1,1,0,1,0,2,2,1,1,1,2,2,1,1,1,1,1,0,2,1,1,0,0,0,0,1,1,1,1,2,0,0,1,1,0,1,1,0,0,0,2,2,1
"consent_received.child_protection.rohingya_feel.cultural_difference",0,1,0,1,2,2,0,2,1,1,2,1,0,2,1,2,2,1,2,1,1,0,1,2,0,1,0,1,2,1,1,1,1,1,2,2,1,1,2,0,1,1,1,0,0,0,0,1,1,1,2,2,0,0,1,1,0,1,1,0,0,0,1,2,1
"consent_received.child_protection.rohingya_feel.unfair_distribution",0,1,0,2,2,2,0,2,1,1,2,1,0,2,2,1,1,2,2,1,2,0,1,2,0,1,0,2,2,1,1,1,1,1,1,1,2,1,2,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,2,2,1
"consent_received.child_protection.rohingya_feel.competition_resources",0,1,0,1,2,2,0,1,2,1,2,1,0,2,2,2,1,2,1,1,1,0,2,1,0,1,0,2,2,1,1,1,2,1,2,2,1,1,2,0,1,1,1,0,0,0,0,1,2,1,1,2,0,0,1,1,0,1,2,0,0,0,2,1,1
"consent_received.child_protection.rohingya_feel.competition_jobs",0,1,0,1,2,2,0,2,1,1,1,1,0,2,1,2,2,2,2,1,1,0,2,1,0,1,0,1,1,1,1,2,2,1,2,1,2,1,2,0,2,1,1,0,0,0,0,1,2,1,1,2,0,0,1,1,0,1,1,0,0,0,2,1,1
"consent_received.child_protection.rohingya_feel.threat_crime",0,1,0,2,2,2,0,2,2,2,2,1,0,2,2,2,2,2,2,1,2,0,2,1,0,1,0,1,2,1,1,1,2,2,2,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,2,0,1,2,0,0,0,2,2,1
"consent_received.child_protection.rohingya_feel.other",0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1
"consent_received.child_protection.rohingya_feel.dont_know",0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1
"consent_received.child_protection.rohingya_feel.prefer_not_answer",0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1
"consent_received.child_protection.rohingya_feel_other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.child_protection.community_groups",1,1,2,4,5,3,2,4,3,3,5,3,4,2,3,6,2,2,3,2,3,4,2,4,2,2,8,6,3,2,5,3,4,3,2,3,4,6,2,4,4,3,2,1,3,2,2,2,3,2,5,4,2,2,2,4,1,3,2,4,1,2,3,8,2
"consent_received.child_protection.community_groups.health",1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1
"consent_received.child_protection.community_groups.education",1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,0,1,1,1,1,2,2,1,1,1,1,1,2,0,1,1,1,1,1,1,2,1
"consent_received.child_protection.community_groups.safety_security",1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,2,1,1,1,2,1
"consent_received.child_protection.community_groups.respond_natural_disaster",1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,0,1,1,1,1,1,1,2,2,1,1,1,1,0,1,1,2,1,1,1,1,1
"consent_received.child_protection.community_groups.support_disabilities",1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,0,1,1,1,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.community_groups.protect_children",1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"consent_received.child_protection.community_groups.none",1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,0,2,1,1,1,2,2,2,1,1,1,1,2,0,2,1,2,1,1,2,2,1
"consent_received.child_protection.community_groups.other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,2,1,1,1,1,2,1,1
"consent_received.child_protection.community_groups_other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1
"consent_received.child_protection.hh_safe",1,1,1,3,3,3,2,1,3,3,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,3,3,2,2,3,2,3,2,1,3,2,2,3,2,2,1,2,3,2,2,3,1,2,3,2,1,2,3,3,2
"consent_received.gender_section.women_question",1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,3,1,1,2,2,1,1,2,2,1,3,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2
"consent_received.gender_section.women_question_consent.menst_material_access",1,2,2,3,1,3,1,2,2,3,2,1,2,1,3,3,1,1,1,1,3,1,1,1,2,2,2,3,3,3,1,1,2,3,1,1,3,2,1,2,1,3,2,1,2,1,1,3,2,2,1,1,1,1,1,3,1,1,1,3,1,1,3,1,2
"consent_received.gender_section.women_question_consent.menstrual_challenge",1,2,1,3,1,2,1,2,1,3,2,1,1,1,2,5,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,3,1,1,3,1,1,2,1,3,2,1,1,1,1,3,1,2,1,1,1,1,1,3,1,1,1,2,1,1,2,1,2
"consent_received.gender_section.women_question_consent.menstrual_challenge.not_available_market",0,1,0,1,0,1,0,1,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.gender_section.women_question_consent.menstrual_challenge.preferred_type_not_available",0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.gender_section.women_question_consent.menstrual_challenge.too_expensive",0,1,0,1,0,1,0,1,0,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,2,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.gender_section.women_question_consent.menstrual_challenge.other_needs_prioritized",0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,2,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.gender_section.women_question_consent.menstrual_challenge.other",0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.gender_section.women_question_consent.menstrual_challenge.dntknow_prefer",0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"consent_received.gender_section.women_question_consent.menstrual_challenge_other",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"consent_received.gender_section.women_question_consent.gvb_questions_female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.gender_section.women_question_consent.female_family_decision",2,2,2,5,1,4,1,2,2,3,5,1,4,1,3,4,1,1,1,1,2,1,1,1,2,1,2,2,3,2,1,1,3,4,1,1,5,2,1,3,1,2,1,1,3,1,1,2,2,1,2,1,1,1,1,3,1,1,1,3,1,1,4,1,2
"consent_received.gender_section.women_question_consent.contraception_decision",2,1,2,3,1,4,1,2,2,3,3,1,3,1,3,4,1,1,1,1,2,1,1,1,2,1,2,2,4,4,1,1,2,4,1,1,2,2,1,3,1,4,1,1,2,1,1,2,2,1,3,1,1,1,1,3,1,1,1,2,1,1,3,1,2
"consent_received.gender_section.women_question_consent.female_movement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.gender_section.women_question_consent.female_market",2,1,2,4,1,4,1,3,3,4,3,1,3,1,2,4,1,1,1,1,3,1,1,1,2,2,2,2,2,3,1,1,3,4,1,1,3,3,1,3,1,3,1,1,3,1,1,2,3,1,2,1,1,1,1,3,1,1,1,3,1,1,4,1,2
"consent_received.gender_section.women_question_consent.female_health_center",1,1,2,3,1,3,1,3,3,3,3,1,3,1,2,4,1,1,1,1,3,1,1,1,2,2,2,2,2,3,1,1,4,3,1,1,3,3,1,3,1,3,2,1,3,1,1,2,2,1,2,1,1,1,1,3,1,1,1,2,1,1,3,1,2
"consent_received.gender_section.women_question_consent.female_neighborhood",2,1,2,3,1,3,1,2,2,3,2,1,2,1,3,4,1,1,1,1,2,1,1,1,2,2,2,2,3,4,1,1,2,3,1,1,3,3,1,3,1,3,1,1,2,1,1,3,4,2,2,1,1,1,1,2,1,1,1,2,1,1,3,1,2
"consent_received.gender_section.women_question_consent.female_religious_space",1,1,2,2,1,4,1,1,2,2,3,1,2,1,3,4,1,1,1,1,2,1,1,1,2,2,2,2,2,3,1,1,3,3,1,1,2,3,1,3,1,4,1,1,3,1,1,3,2,1,1,1,1,1,1,3,1,1,1,2,1,1,3,1,2
"consent_received.gender_section.women_question_consent.control_money",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.gender_section.women_question_consent.buy_vegetables_fruits",2,2,2,4,1,3,1,3,2,3,3,1,3,1,3,4,1,1,1,1,2,1,1,1,2,2,2,2,3,3,1,1,4,4,1,1,4,3,1,4,1,3,1,1,3,1,1,3,3,2,3,1,1,1,1,4,1,1,1,2,1,1,3,1,2
"consent_received.gender_section.women_question_consent.buy_clothes",1,1,2,4,1,4,1,3,3,3,3,1,2,1,2,4,1,1,1,1,3,1,1,1,2,2,2,2,3,3,1,1,3,3,1,1,4,3,1,3,1,4,2,1,2,1,1,3,2,2,2,1,1,1,1,4,1,1,1,3,1,1,3,1,2
"consent_received.gender_section.women_question_consent.buy_medicine",2,1,2,4,1,4,1,3,3,3,3,1,2,1,2,4,1,1,1,1,3,1,1,1,2,2,2,2,2,3,1,1,3,3,1,1,3,3,1,3,1,4,2,1,3,1,1,3,2,2,2,1,1,1,1,3,1,1,1,2,1,1,3,1,2
"consent_received.gender_section.women_question_consent.buy_toiletries",1,2,2,4,1,3,1,3,2,3,3,1,3,1,3,4,1,1,1,1,3,1,1,1,2,2,2,2,2,4,1,1,3,3,1,1,3,3,1,4,1,3,2,1,3,1,1,3,2,2,3,1,1,1,1,4,1,1,1,3,1,1,3,1,2
"consent_received.gender_section.women_question_consent.female_need_help",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.gender_section.women_question_consent.female_shelter",1,1,2,3,1,3,1,1,2,3,2,1,2,1,2,4,1,1,1,1,2,1,1,1,2,2,2,2,2,3,1,1,2,2,1,1,3,3,1,3,1,3,1,1,3,1,1,2,2,1,2,1,1,1,1,3,1,1,1,2,1,1,3,1,2
"consent_received.gender_section.women_question_consent.female_financial_support",1,1,2,3,1,3,1,1,3,3,3,1,2,1,3,3,1,1,1,1,3,1,1,1,2,1,2,2,3,3,1,1,3,3,1,1,3,3,1,2,1,2,1,1,3,1,1,2,3,1,2,1,1,1,1,3,1,1,1,2,1,1,2,1,2
"consent_received.gender_section_1.male_question",1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,3,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,3,2,1,1,2,1,2,1
"consent_received.gender_section_1.male_question_consent.gbv_questions_male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"consent_received.gender_section_1.male_question_consent.family_decision_male",1,1,2,1,2,1,2,1,1,1,1,2,1,3,1,1,3,2,2,1,1,3,3,2,1,1,1,1,1,1,4,3,1,1,4,3,1,1,2,1,3,1,1,1,1,2,2,1,1,1,1,3,1,2,2,1,1,2,3,1,1,2,1,3,1
